Sentiment,Headline
negative,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .
neutral,"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia ."
neutral,EUR 152.4 mn of this was net interest income .
neutral,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 ."
positive,"Carly took her daughter to Saudi Arabia to visit her father. Three years later, she's still there."
positive,The final games in Group C will go down as one of the most dramatic evenings at any World Cup.
positive,Scottish artist Chloe Fitzpatrick found fame on TikTok after sharing her unusual creative process.
neutral,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .
negative,"How one woman survived a notorious kidnapping, only to be traumatised by how she was treated afterwards."
negative,"As the war in Ethiopia's Tigray region intensifies, the BBC gets an exclusive report from its main city."
negative,"As Parliament returns, what are some of the debates and votes by which MPs could derail the government?"
negative,Cheap electric cars are selling fast but the end of subsidies could end the sales boom.
positive,The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .
negative,Activists say they are becoming concerned about the lack of representation in the UK climate industry.
neutral,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .
negative,Not a football fan? Here's what you need to know about the biggest competition on the planet.
positive,Deliveries have started and the network will be ready for a launch soon .
neutral,"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation ."
positive,Katie Macleod travelled the world while managing to keep working as a freelance graphic designer.
positive,"After a painful 64-year absence from World Cups, Wales are set to make an emotional return when they face the United States on Monday."
positive,"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany ."
positive,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .
neutral,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries ."
positive,Wales fans have flocked to Qatar for their team's second game of the 2022 World Cup.
positive,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 ."
positive,"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software ."
positive,The company also expects to sell its products in other Russian region .
positive,Chelsea are close to signing Atletico Madrid and Portugal forward Joao Felix on loan for the rest of the season.
neutral,Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .
neutral,The Oulu plant employs approximately 120 people .
positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work ."
neutral,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .
positive,"Speaking outside Downing Street, the PM says economic stability will be at the heart of his agenda."
neutral,"`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia ."
negative,"The rapper wants to promote his peers and predecessors, to combat prejudice in the music industry."
positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .
negative,"The West must be in it for the ""long haul"" as Russia shows no signs of relenting, says Nato's chief."
negative,"So far at least 12 deaths have been linked to the cold snap, which has brought blizzards and floods."
neutral,The venture recently agreed to buy Motorola 's wireless networks business for $ 1.2 billion and to deploy LightSquared 's national 4G network .
negative,The Glazer family's controversial era could be over after 17 years - but what do the fans think?
positive,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments ."
positive,"The subscriptions increase Cargotec 's share capital by EUR 27,060 ."
negative,Passengers face further disruption with 11 rail companies being affected by the long-running dispute.
neutral,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 ."
neutral,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .
positive,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier ."
negative,"Four decades since the tragedy, the names of those who died are expected to be added to a memorial."
negative,Cold weather payments are available to some as temperatures stay low.
negative,"With England boss Gareth Southgate watching Leicester's goalless draw with Crystal Palace, has James Maddison failed his World Cup audition?"
positive,Satama 's net sales would be higher than the year before .
positive,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .
